caseref;category;type;country;q;responsible;dead;expire_date;alt_ref;notes;parent_caseref;parent_country;container_caseref;container_country;title;title_official;abstract;description;client_name;client_ref;applicant1_name;applicant2_name;inventor1_name;inventor1_company;inventor2_name;inventor2_company;inventor3_name;inventor3_company;inventor4_name;inventor4_company;inventor5_name;inventor5_company;inventor6_name;inventor6_company;inventor7_name;inventor7_company;inventor8_name;inventor8_company;inventor9_name;inventor9_company;agent_name;agent_ref;filing_date;filing_number;priority_date;priority_country;priority_number;publication_date;publication_number;grant_date;grant_number;entry_date;examination_date;
40193521;;;US;;fz.ye;0;28/6/2026;;;011398.00039\US;;;;Recording and conveying energy consumption and power information;;;Aspects of the invention provide apparatuses, methods, and systems that support measuring and conveying energy consumption by an electrical device. An apparatus includes an energy sensor that measures an incremental energy value consumed by an electrical device. Apparatus obtains the incremental energy value, accumulates an energy usage measurement in accordance with the incremental energy value, provides requested information about energy consumption of the electrical device in response to a request from a network controller, and adjusts the energy usage measurement in accordance with the requested information. The total energy consumption may be partitioned into at least one energy component, in which the at least one energy component corresponds to the energy consumption of the electrical device during an associated time interval. A network controller may use the energy consumption information to determine a new set temperature for a thermostat unit that instructs the device control logic.Aspects of the invention provide apparatuses, methods, and systems that support measuring and conveying energy consumption by an electrical device. An apparatus includes an energy sensor that measures an incremental energy value consumed by an electrical device. Apparatus obtains the incremental energy value, accumulates an energy usage measurement in accordance with the incremental energy value, provides requested information about energy consumption of the electrical device in response to a request from a network controller, and adjusts the energy usage measurement in accordance with the requested information. The total energy consumption may be partitioned into at least one energy component, in which the at least one energy component corresponds to the energy consumption of the electrical device during an associated time interval. A network controller may use the energy consumption information to determine a new set temperature for a thermostat unit that instructs the device control logic.;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00039\US;28/6/2007;11/770054;;;;3/1/2008;US-2008/0001595-A1;15/9/2009;7590499;;;
;;;WO;;fz.ye;1;;;;;;;;Remote controller and method used therein;;;A remote controller (101) of a plurality of controlled devices. With three dimensional accelerometer (203), detection of a user action on a remote controller (101) and the orientation of the remote controller (101) are viable through small electronic devices. Aspects of the invention are based on the three dimensional accelerometer (203) to provide a remote controller (101) that can detect the user action. Based on the user action, the remote controller (101) transmits a signal to the controlled device which conveys the corresponding command. A selected controlled device may be matched to the remote controller (101). The remote controller (101) and controlled device may also support a learning mode, in which the controlled device sends a list of supported commands to the remote controller (101). The remote controller (101) then matches an associated action with each command in the command list.;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;QIAN Gordon;;;;;;;;;;;;;;;;19/3/2008;PCT/CN2009/070879;;;;24/9/2009;WO2009115046A1;;;;;
011398.00047;;;DE;;fz.ye;0;19/3/2029;;;011398.00085\DE;;;;Remote Controller and Method Used Therein;Fernbedienung und Verfahren hierfür;;The present invention supports the control of a plurality of controlled devices. With three dimensional accelerometer components, detection of a user action on a remote controller and the orientation of the remote controller are viable through small electronic devices. Aspects of the invention are based on the three dimensional accelerometer components to provide a remote controller that can detect the user action. Based on the user action, the remote controller transmits a signal to the controlled device which conveys the corresponding command. A selected controlled device may be matched to the remote controller. The remote controller and controlled device may also support a learning mode, in which the controlled device sends a list of supported commands to the remote controller. The remote controller then matches an associated action with each command in the command list.;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;QIAN Gordon;;;;;;;;;;;;;;Banner & Witcoff ;011398.00085\DE;13/9/2010;112009000596.9;;;;20/5/2021;DE112009000596B4;20/5/2021;DE112009000596B4;;;
011398.00047;;;UK;;fz.ye;0;19/3/2029;;;011398.00086\GB;;;;Remote controller and method used therein;;;A remote controller (101) of a plurality of controlled devices. With three dimensional accelerometer (203), detection of a user action on a remote controller (101) and the orientation of the remote controller (101) are viable through small electronic devices. Aspects of the invention are based on the three dimensional accelerometer (203) to provide a remote controller (101) that can detect the user action. Based on the user action, the remote controller (101) transmits a signal to the controlled device which conveys the corresponding command. A selected controlled device may be matched to the remote controller (101). The remote controller (101) and controlled device may also support a learning mode, in which the controlled device sends a list of supported conunands to the remote controller (101). The remote controller (101) then matches an associated action with each command in the command list.;Computime Ltd;;;;QIAN Gordon;;;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00086\GB;9/8/2010;GB1013374.2;;;;8/12/2010;GB2470844;28/11/2012;GB2470844;;;
59961243;;;US;;fz.ye;0;21/7/2037;;;011398.00119\US;;;;Robust and High Current Smart-Plug;;;A smart plug that is partitioned into a plurality of printed circuit boards (PCBs) in a three dimensional manner to reduce its size. Aspects consider the effect of the possible increased internal temperature as the size of the smart plug is reduced. For example, thick metal foils connect various components of a smart plug to reduce heat dissipation within the smart plug. Also, a metal foil may transfer heat from contact metal on a PCB to a side wall of a plastic housing of the smart plug. The smart plug may comprise a computing device that obtains information identifying the attached electrical device and accesses device data about the time duration during which the attached electrical device exhibits transient characteristics. The computing device then uses the accessed data to effectively control the attached electrical device.;Computime Ltd;;;;CHAN Dick Kwai ;;LAM Kam Wai;;ZHENG JZ;;SHUM Wai Yin;;JUDGE, Brenton James;;YILMAZ Hamza;;YEUNG Patrick;;WU Wai Ming;;;;Banner & Witcoff ;011398.00119\US;23/1/2017;15/412841;;;;5/10/2017;US 20170288456 A1;14/5/2019;10291065;;;
011398.00110;;;TW;;fz.ye;0;22/3/2037;;;011398.00121\TW;;;;Robust and High Current Smart-Plug 穩健且高電流的智慧插頭;;;"智慧插頭以三維方式分割成多個印刷電路板(PCB)以減小其尺寸。多個方面考慮當智慧插頭的
尺寸減小時可能增加的內部溫度的影響。比如厚金屬箔連接智慧插頭的各種部件以減少智慧插頭內
的熱耗散。此外,金屬箔可以將熱從PCB上的接觸金屬傳遞到智慧插頭的塑膠殼體的側壁。智慧
插頭可包括計算設備,其獲得標識所附接的電氣設備的資訊,並且存取關於附接的電氣設備表現出
瞬態特性的持續時間的設備資料。計算設備然後使用所存取的資料來有效地控制所連接的電氣設
備。";Computime Ltd;;;;CHAN Dick Kwai ;;LAM Kam Wai;;ZHENG JZ;;SHUM Wai Yin;;JUDGE, Brenton James;;YILMAZ Hamza;;YEUNG Wai Wing;;WU Wai Ming;;;;Banner & Witcoff ;011398.00121\TW;23/3/2017;TW106109744;;;;16/10/2017;TW201737589A;21/12/2020;TWI713715B;;;
64308500;PAT;;US;;fz.ye;0;8/1/2039;;;011398.00149\US;;;;Scalable Smart Environment for Controlling a Plurality of Controlled Apparatuses Using a Connection Hub to Route a Processed Subset of Control Data Received from a Cloud Computing Resource to Terminal Units;;;Building blocks for a smart device such as a thermostat include a user interface (UI) unit and a terminal (TML) unit. A UI unit may support one or more input data from a user and/or sensors and/or one or more control terminals. The UI unit may process each input datum or a combination of the input data, generate a control signal to one or more control terminals based on the processing, and send the control signal to one or more control terminals over a communication channel. A terminal unit, which may consist of one or more control terminals, transforms the received control signal into one or more controls to one or more associated environmental generators. One or more UI units may control one or more controlled apparatuses in conjunction with a mobile app to allow a unified user experience.;Computime Ltd;;;;CHOI Hung Bun;;HA Wai-Leung;;CHAN Leung Yin;;NG Yau Wai;;LIU Chi Chung;;LI Luke;;LEE Tsz Kin;;CHAN Chi Lung;;YILMAZ Hamza;;Banner & Witcoff ;011398.00149\US;17/7/2018;16/037140;;;;9/5/2019;US 20190140856 A1;19/1/2021;10897374;;;
011398.00131;;;HK;;fz.ye;1;;;;011398.00170\HK;;;;Scalable Smart Environment with Gateway Thermostat;;;;Computime Ltd;;;;CHOI Hung Bun;;HA Wai-Leung;;CHAN Leung Yin;;NG Yau Wai;;LIU Chi Chung;;LI Luke;;LEE Tsz Kin;;CHAN Chi Lung;;YILMAZ Hamza;;CHINAHONGKONG IP LIMITED;011398.00170\HK;8/11/2019;19132057.1;;;;19/6/2020;HK40008827;;;;;
64308500;;DIV;US;;fz.ye;1;;;;011398.00204\US;;;;Scalable Smart Environment with Gateway Thermostat;;;Building blocks for a smart device such as a thermostat include a user interface (UI) unit and a terminal (TML) unit. A UI unit may support one or more input data from a user and/or sensors and/or one or more control terminals. The UI unit may process each input datum or a combination of the input data, generate a control signal to one or more control terminals based on the processing, and send the control signal to one or more control terminals over a communication channel. A terminal unit, which may consist of one or more control terminals, transforms the received control signal into one or more controls to one or more associated environmental generators. One or more UI units may control one or more controlled apparatuses in conjunction with a mobile app to allow a unified user experience.;Computime Ltd;;;;CHOI Hung Bun;;HA Wai-Leung;;CHAN Leung Yin;;NG Yau Wai;;LIU Chi Chung;;LI Luke;;LEE Tsz Kin;;CHAN Chi Lung;;YILMAZ Hamza;;;011398.00204\US;15/1/2021;17/150538;;;;13/5/2021;20210144025;;;;;
58044163;;;US;;fz.ye;0;14/6/2038;;;011398.00111\US;;;;Single Thermostat with Multiple Thermostatic Radiator Valve Controllers;;;A heating system includes a single thermostat that controls multiple thermostatic radiator valve (TRV) controllers that control heat transfer to radiators in a room. Each TRV controller has the capability to automatically detect the open/closing point and maximum heating point and to register corresponding pin positions of the valve. Each TRV controller is subsequently instructed by the thermostat to adjust the valve in relation to a determined percentage of the registered pin positions, thus accounting for the varying characteristics among the valves in the system. The TRV controller detects the maximum heating point by checking the rate of temperature rising and the open/closing point by sensing the temperature turning point through a temperature sensor situated appropriately in relation to the associated radiator.;Computime Ltd;;;;HA Wai-Leung;;SMITH Philip John;;LIAO Hong Bin;;;;;;;;;;;;;;Banner & Witcoff ;011398.00111\US;1/9/2016;15/254042;;;;1/3/2018;US 20180058705 A1;3/3/2020;10578318;;;
011398.00131;PAT;;EP;;fz.ye;0;27/1/2037;;;011398.00157\EP;;;;Single Thermostat with Multiple Thermostatic Radiator Valve Controllers;;;A heating system includes a single thermostat that controls multiple thermostatic radiator valve (TRV) controllers that control heat transfer to radiators in a room. Each TRV controller has the capability to automatically detect the open/closing point and maximum heating point and to register corresponding pin positions of the valve. Each TRV controller is subsequently instructed by the thermostat to adjust the valve in relation to a determined percentage of the registered pin positions, thus accounting for the varying characteristics among the valves in the system. The TRV controller detects the maximum heating point by checking the rate of temperature rising and the open/closing point by sensing the temperature turning point through a temperature sensor situated appropriately in relation to the associated radiator.;Computime Ltd;;;;HA Wai-Leung;;SMITH Philip John;;LIAO Hong Bin;;;;;;;;;;;;;;Banner & Witcoff ;011398.00157\EP;1/4/2019;17705221.4;;;;10/7/2019;EP3507671;18/9/2024;EP3507671B1;;;
